84520.6,-891778.2,120.063017763838
84897.8,-890514.7,120.063017763838
84845,-890523.6,120.063017763838
107159.2,-891546.8,94
106600.3,-892683.1,92.5
106668.3,-891659.4,120.063017763838
84969.3,-890534.2,120.063017763838
84897.8,-890514.7,120.063017763838
84845,-890523.6,120.063017763838
84520.6,-891778.2,120.063017763838
84558.3,-891027.1,120.063017763838
84556.9,-891183.7,110.399699850153
106521.9,-891090.4,339.5
106536.8,-891653.3,559
106600.3,-892683.1,92.5
85613.1,-890679,249.5
85248.2,-891292.4,299
84641.6,-892073.9,179.5
84641.9,-891729.2,466.5
84947.5,-894653.8,120.5
85303.1,-894863.3,229.5
85852.1,-895016.5,263
107084.1,-897243.8,261.690000000002
92118.4,-905081.2,800.5
106141.7,-909388.6,502.5
101161.4,-898799.9,172.5
95174.7,-901272.1,20
90570.8,-905048.6,40
95115.5,-902850.4,571.5
95626.3,-902150.2,305.5
95608.3,-901793.1,277
90248.9,-909236.1,206
107696.8,-897118,126.5
107725.2,-898392.8,298
107694.8,-901643,159.5
107699.3,-900985,385
107085.5,-900959.1,378.5
107055.9,-900464,311
107691.3,-899039.9,304.5
105609.2,-901614.2,535.5
106995.4,-899633.9,263.5
103546.7,-897353.1,298
104830.1,-898056.5,445
107694.6,-903624,318.5
106993.7,-898941.4,316
104948.5,-900965.5,481.5
103531.1,-900826.2,335.5
103409.6,-901090,279.5
103522.3,-900532.5,217
98925,-901024.6,278.5
98393,-901001.6,278.5
101873,-902224,198
98982.2,-902204.9,227
98677.8,-902206.8,176.5
97428.1,-902062.4,447
99558.6,-902175.8,176
100991,-897781.2,399
101156.3,-897269.7,325
101231,-898122,382
97119,-902080.3,360.5
93221.4,-897061.9,124
94729.3,-897517.3,223.5
94843.8,-898165.1,192.5
84074,-907269.4,328
84085,-905282.4,330
84072.1,-904711.8,260
84063,-904138.7,207.5
84139.8,-903517.7,389
84067.6,-905886.2,220.5
84048.4,-906649,357.5
84058.1,-901735,335
84064,-905579.6,371
84091.2,-902943.1,249
84101.1,-899335.4,224
84087.5,-900529.4,290
84081.7,-899930.2,308.5
84097.6,-902334.6,312.5
